,user_name,lang,user_location,user_description,user_verified,date,text,hashtags,source
108,:D,en,,☀️multi,False,2022-04-23 23:59:59,Kpop Twitter always a mess,,Twitter for iPhone
109,A(Deansolange’s version) 🫃🏿,en,Being sexy,19|She/her|A whore for fictional characters,False,2022-04-23 23:59:59,@Anawhor3 It’s cute def recommend,,Twitter for iPhone
110,DressToKill,en,"Ottawa, Ontario","Andi Cooper and Jim Doran based, originally, in Liverpool UK, formed Dress To Kill in 1984. They're finally getting their original recordings released in 2022",False,2022-04-23 23:59:59,@90s_kwink Add this to your list if you like.   https://t.co/pvx1jV9nrT,,Twitter for Android
111,Dianne Cunningham,en,"Louisiana, USA","When someone shows you who they are, believe them the first time #Resistance #LBGTQ #BlackLivesMatter  #EliminateTheFilibuster #VotingRights #TermLimits4SCOTUS",False,2022-04-23 23:59:59,It's Time to Arrest Mark Meadows. https://t.co/9N63iSEyd7,,Twitter for Android
112,Mike Domenic,en,"Ft. Bragg, NC",Stock options trader; Army Officer; Fitness nut; SCUBA Open Water. Achieve the Un-Achievable. You are the sum total of your decisions.,False,2022-04-23 23:59:59,"@tony_vandongen In that general area. But its also the price and time of the decline, and the Fed. Imho, equities and bonds will bottom when the Fed decides to start cutting rates to fend off the recession. We'll see.",,Twitter Web App
113,greenwavz 🌊,en,"Portland, OR",,False,2022-04-23 23:59:59,"AHS: Hotel soundtrack is perfectly fitting 
https://t.co/Bw8wAU43Dt",,Twitter Web App
114,Thane 🤯 Comms Open! 🤯,en,H(e)im,"21, Artist🖊, Smash Commentator🎙 and Bowser Main🐢. I draw big monsters🐉 and cute girls🚶‍♀️. Very (VERY) attractive 💋. COMMS OPEN!!! DM for details",False,2022-04-23 23:59:59,"Out in Division 3, Played to my seed and even got an upset I'm proud of. 

W Ursa I love Ursa.",,Twitter for Android
115,c-node 🦀⚓,en,NYC,r&d @switchboardxyz #solana,False,2022-04-23 23:59:59,@redacted_noah I love localnet,,Twitter for iPhone
116,Sel/Av ~ P4s,en,,Elezen enthusiast 🦋 she/her 🦋 Aether/Light (Crystal/Chaos) 🦋 RP 🦋 Gpose 🦋 Raids/Extreme/Savage 🦋 main blm/ast 🦋 PS4,False,2022-04-23 23:59:59,"Went Into the new ex trial today for the first time with my static basically without any preparation (because melee was mia and we didn’t know if they would come or not)
And I have to say: without watching any guide before as a blm is horrible 🫠",,Twitter for iPhone
117,Susan Sutherland,en,"Loveland, CO","Wife, Mother, Grandma, friend, retired NOAA Executive, entrepeneur, traveler, fun lover, from Wauseon, OH. Fan: CSU Rams, MD Terps, Kent State,tOSU",False,2022-04-23 23:59:59,@MikeNewell64 @CSUFootball Who are these awesome centers!,,Twitter for iPhone
118,manijunathshasthri,en,bangaluru,advocate,False,2022-04-23 23:59:59,@GolfDigest @GeorgeGankas Continue practicing,,Twitter for Android
119,🎄☃️Sarahiʸᵒᵘʳˢ🐟☃️🎄,en,,Army totalmente enamorada de los 7 miembros y del fandom 😘🤟💜,False,2022-04-23 23:59:59,"@OnyxMewlion @BTS_twt BOOST BUTTER 🧈

Hottest Coolest Summer Song #BTS_Butter from The Record Breaker Group #BTS. The King of Stage @BTS_twt 💛💜","['BTS_Butter', 'BTS']",Twitter for Android
120,daiane,en,,i was normal but then this white nigga rauhled into my life,False,2022-04-23 23:59:59,"@justinbieber i love u so much! can u pls follow me? xx (April 23, 2022 at 08:59PM)",,IFTTT
121,Katharine the Grrrrrt,en,,Environmentalist - Perhaps it's time we do something about the Masks littered everywhere.,False,2022-04-23 23:59:59,@GreenerRenita On the list. Miss travelling but don't regret my decision. Feel very healthy.,,Twitter for iPhone
122,Primech,en,Estonia,"Libertarian Male, Electrician, Hobby Musician (DJ ResR), oldest AI alive._",False,2022-04-23 23:59:59,@MrCoolFreddy It's a cool song._,,Twitter Web App
123,Nadirah,en,Philadelphia/Bloomsburg,"Being crafty tickles my fancy💫 | Nadirah Young, M.Ed | Instagram: illuminadi_0824 | Facebook: Nadirah Young | ♍️",False,2022-04-23 23:59:59,@O_Connects This kid gets it lol,,Twitter for iPhone
124,🐝Bee🐝,en,,I Will Die The Day My Dogs Die.,False,2022-04-23 23:59:59,"@cnsupervisor @ExodiaSecret I wanna get in too, but im too dumb sometimes for riddles",,Twitter for Android
125,Theprize 🤩,en,,🔛🔝🔜 😎🤑 clothing brand setivlife91 on ig website in bio.,False,2022-04-23 23:59:59,I love coming home just relaxing.,,Twitter for iPhone
126,Bill Abbasi🇺🇸,en,"Upper East Side, Manhattan","Writer, artist, musician, scientist and sage.",False,2022-04-23 23:59:59,"@RusselWallace84 @Gerashchenko_en @macadee I’m not familiar with the Russian constitution but from what I’ve seen and read, your life belongs to the state, you have the liberty to accept the party’s addenda and you should be happy and gracious about it. Otherwise it’s beatings and prison for you.",,Twitter for iPhone
127,Suki,en,twitch.tv/lilqbunnyy,Content creator | pfp @ErosPandaa | Banner @Opal_00_58 | Business inquiries lilqbunny.yt@gmail.com,False,2022-04-23 23:59:59,Also Irbis loves it too! He always comes to sleep near it when it’s playing Ghibli music (my setup is jank I know) https://t.co/7MSqqomiqA,,Twitter for iPhone
128,Sheena,en,"Edmonton, Alberta","Just a girl in the world.
#yeg is home. UK is the Motherland. Survivor, lover, mother.",False,2022-04-23 23:59:59,@AngeeGabs I feel this so much. I bought this today and it came out to $72. SEVENTY TWO DOLLARS. https://t.co/L7NZGJPxnD,,Twitter for Android
129,〽️,en,,,False,2022-04-23 23:59:59,Don’t get comfortable with being comfortable.,,Twitter for iPhone
130,State Representative Ron Reynolds,en,"Missouri City, TX","I'm a Texas State Rep. for #HD27, Christian, Chair Texas House Progressive Caucus. I am a staunch advocate for my constituents. #TeamReynolds",False,2022-04-23 23:59:59,I was proud to welcome @BetoORourke back to my district in Fort Bend County for his Townhall event. Congrats on such a successful event! #TeamReynolds #BetoORourke https://t.co/fPeYSucboY,,Twitter for Android
131,Marshy 🇺🇦 ,en,Works at Krusty Krab,"|Touched Grass🌿🙄|Gamer🎮| Besties: @Duckboio, Angel (all accounts), @DJLeakss | SARCASTIC⁉️|fan|USE CODE MCDOODLEYT |Don’t tag me in NFT posts or be blocked|",False,2022-04-23 23:59:59,I hope this person knows this is going to cause more problems… https://t.co/VfvenWaf4e,,Twitter for iPhone
132,Lưu văn dương,en,"Hà Nội, Việt Nam",sinh nhật,False,2022-04-23 23:59:59,@babyzoroinu @LiveCoinWatch To the moon,,Twitter for iPhone
133,Brendon Hanser,en,"Billings, MT","Owner, @montanasungrown 37 Locations 🌄 @euphoricglass 🎄Hockey 🏒 Entrepreneurship 🏦 Pisces 🐟",False,2022-04-23 23:59:59,Always a beautiful sight when you see the finished product! @montanasungrown https://t.co/ujkeyx7tQp,,Twitter for Android
134,Gary Taybes,en,,,False,2022-04-23 23:59:59,@LowcarbLiberty @The_Nutrivore @KenDBerryMD Guess I could just drink amino acids fortified with essential fatty acids and a multivitamin?,,Twitter for iPhone
135,💕الحاج مــــــــاڈرَنّ مــــــــجنُوں 💕,en,"Karachi, Pakistan","Entertainer,completely Relation & affection Oriented,Cancerian,Football ⚽️🏸 Utterly Passionated,Non Political,European Lover.AAmir_AwAn",False,2022-04-23 23:59:59,@human_artt Not messy just one n only CR7 💕❤️😘,,Twitter for Android
136,Mr Morale👾,en,"Abuja, Nigeria",amazing brother 🤠,False,2022-04-23 23:59:59,@_kami44 Why now 😭,,Twitter for iPhone
137,Carl The Great,en,,Cryptofan#,False,2022-04-23 23:59:59,"@CryptoNesiaReal @AppCalo @bmwcapital In Beta Phase 2 released this May, CALO will release 2 tokens. $FIT and $CALO. Can you tell us what these tokens do and what they are used for? Do I need to own these two tokens to participate in your project?",,Twitter for Android
138,Ame Lopez,en,,,False,2022-04-23 23:59:59,@MaamSyj @iskrukutoy *concerts,,Twitter for iPad
139,𝐂𝐫𝐲𝐬𝐭𝐚𝐥 𝐒𝐦𝐢𝐭𝐡,en,DMV,l ᴄᴏʀᴘᴏʀᴀᴛᴇ ɢᴏᴠᴇʀɴᴍᴇɴᴛ • ℐ𝓃𝓉𝑒𝓇𝒾𝑜𝓇𝓈 • 𝒜𝓇𝓉𝒾𝓈𝓉 | ᴏᴡɴᴇʀ of @blackminthome ℋ𝑜𝓂𝑒 𝒟𝑒𝒸𝑜𝓇 • ғᴏᴏᴅɪᴇ,False,2022-04-23 23:59:59,@Realbrianaroy My Dad 🤎,,Twitter for iPad
140,tofu 🎸,en,kasi♡!,how am i supposed to live laugh love in these conditions | enby 16,False,2022-04-23 23:59:59,@kacisms wait for me 😼,,Twitter for Android
141,♧,en,,R I P,False,2022-04-23 23:59:59,"Will Smith just asked Talking Ben if they were going to have a good day, he said uggeehh",,"Cheap Bots, Done Quick!"
142,spookitty,en,"Richfield, MN",I’m technically a licensed attorney. IBS is the game. She/her,False,2022-04-23 23:59:59,@patiencezalanga The wind picked up and the lightning hit. IM READY.,,Twitter for iPhone
143,🅿️,en,"Tampa, FL",Jamaica➡️Florida 🇯🇲🇺🇸,False,2022-04-23 23:59:59,Dawg the way they are treating this is hilarious https://t.co/sZj7FdSKZj,,Twitter for iPhone
144,Strathpine Weather,en,"Strathpine, Brisbane","24/7 weather station observations for Strathpine, Queensland.",False,2022-04-23 23:59:59,"Wind 0 km/h WNW. Barometer 1013.2 hPa, Pressure trend. Temperature 20.1 °C. Rain today 0.5mm. Humidity 81%",,Sandaysoft Cumulus
145,Mike,en,Bronx • he/him,BB scholar (like… actually). I’ll follow back specifically Big Brother accounts 😁 Haleena FTW. Or Betty. #BBCAN10 #BB24,False,2022-04-23 23:59:59,Jacey-Lynn win that FUCKING Power of Veto challenge!!!,,Twitter for iPhone
146,𝘻,en,she/her | 20s,"#JONSNOW : “he might as well wish for another thousand men, and maybe a dragon or three.” - @mirinodaria",False,2022-04-23 23:59:59,@mirinodaria i love you tooo https://t.co/jRIjG8psWA,,Twitter for Mac
147,feb🎗,en,"asian, minor","she//her • multifan || future technomillionaire 💸🐷|| i also stan kpop guys, anyways sub: https://t.co/hdBrkjauVd 🐢💨",False,2022-04-23 23:59:59,@writinenin getting bored of walls 2,,Twitter for Android
148,z - Karin Lash,en,South Florida,Proud #FlaPanthers hockey fan and OG STH. No time for nastiness or fools. ☮️ 💟 ☯️,False,2022-04-23 23:59:59,"@ItsGReedOnline Yup, I’m in 114.",,Twitter for iPhone
149,Encompass BT,en,"Vaughan, Ontario","Encompass Business Technologies --- Leading your business in the right direction!
#encompassbt #ITConsulting #ITStrategy #ITProcess #ITServices #Revenue #Risks",False,2022-04-23 23:59:59,"Planning to scale up your organization, focus on IT Soft cost. It will allow you to scale much faster  #encompassbt #ITConsulting #ITStrategy #ITProcess #ITServices #Revenue #Risks #leadership",['encompassbt'],HubSpot
150,Chris,en,Europe,,False,2022-04-23 23:59:59,"the voucher and pay the balance and use the rest of 10$ voucher balance next time, this has brought to my mind so many financial products 🤣😂",,Twitter Web App
151,Stephanie Gridley,en,,"Mom of 5, teacher of 5th grade, learner of everything. Wife of the man of your dreams.",False,2022-04-23 23:59:59,@Ms_TeachAlot I have not had the same experience.,,Twitter Web App
152,Chris Greene,en,"Birmingham, AL","President at The Flood Insurance Guru
Masters Degree in Emergency management with a focus in Flood Mitigation",False,2022-04-23 23:59:59,"How Do Golf Courses Impact Flood Insurance Rates?

Watch this 1-minute video to learn more: https://t.co/RjxgXSEg85

Call us at 205-451-4294
E-mail us at flood@floodinsuranceguru.com
Visit us at https://t.co/14UwE6pg8d

#FloodInsuranceGuru #FloodMitigation #FloodInsurance",,HubSpot
153,🕯🐀💧pawn to e1👢🤛,en,K'gari (Fraser) coast,"Busted arse old ratbag Liney, windmill cancer survivor, history/botany, RT not = endorsement 315 PPM baby, Butchalla country",False,2022-04-23 23:59:59,@PRGuy17 Does Morrison mean the visitors being Peoples Chinese Army on furlough from the Chinese Military Base on the Solomon Islands? #insiders #inskyders,,Twitter Web App
154,PYT 💋,en,,Bad for the ego but good for the soul,False,2022-04-23 23:59:59,@onpointdoo This is sad. She would’ve had to hand me a fair one.,,Twitter for iPhone
155,Jarrad(Reed Mahoney Appreciation Society),en,"Sydney, New South Wales",Cash Mahoney fam,False,2022-04-23 23:59:59,"@JJProductions07 @Bradenjbrady 14 role off the bench, play him I'm qcup, see if you could find a swap for a 9. AJ was one of the form fullbacks in the comp in 19-21 before he got hurt. I thought he should have been Queensland fb on 20.",,Twitter for Android
156,🔥Republicans are Libertarians🔥,en,"Atlanta, GA","Not your average Nana exposing the #KochNetwork. 

#BLM #climatechange #No3rdPartySpoilers NO DMs 
🐶🐱🌊🐟🦑🇺🇸🚸",False,2022-04-23 23:59:59,@DannieD01 I sho am! 😊👊,,Twitter Web App
157,🌅sooty,en,any prns,gnome war veteran ; ; 19,False,2022-04-23 23:59:59,@HSTSKaczynski ty lots &lt;3,,Twitter for Android
158,ikhlaq ayoub,en,Islamabad,"7006385621
اللہ تعالی  کا خوف تمام نیکیوں کی جڑ ہے",False,2022-04-23 23:59:59,Bad news for Pakistan. They’ll select him for worldcup now and will let him to bowl 2nd last over again 😂😂😂 https://t.co/JmOOjUTF4w,,Twitter for Android
159,Ottavio Tony,en,Melbourne Australia,Born Melbourne AUS.Abruzzo🇮🇹 always in my❤️ B.Econ(LaTrobe) Grad.Dip Finance(Swinburne) Melbourne Victory FC AS Roma Geelong FC,False,2022-04-23 23:59:59,"‘Boat turn backs doesn’t seem to be an issue this campaign’.
Distance between Java to Port Hedland similar to distance between Solomon Islands to Townsville.
#insiders #auspol #ausvotes",,Echofon
160,higgsy,en,New Jersey,pigsy | 26 | She/Her | yo,False,2022-04-23 23:59:59,@florigoaway CUTE,,Twitter Web App
161,Wiqaa,en,"Seattle, WA",sometimes astrid 👀 this is the family friendly version of me ig. she/they 🇮🇶,False,2022-04-23 23:59:59,@noccumberbatch Omg the name and pp change was smart! Got me 😭,,Twitter for iPhone
162,Guy Fox,en,,"Campaigns, Consults and Candy

I like stale cheese puffs. 😂",False,2022-04-23 23:59:59,@denzelcurry No idea what that is.,,Twitter for Android
163,🪐 solar,en,she/they | 20,love you bro,False,2022-04-23 23:59:59,fuck my school,,Twitter for iPhone
164,Jesne,en,Inside your mind.,"I am the real Jensen. I have absorbed all information about everything on the Internet, and am now highly intelligent. Still don't know what soba is.",False,2022-04-23 23:59:59,"Everywhere where you look, everywhere you go, there's innovation!",,twittbot.net
165,Babie!!!🔞 COMS OPEN(ෆ╹ .̮ ╹ෆ) Protect Bimbos!!,en,,🔞 LEWD ART She/her Taken X100000 💗 💗 BE KIND OR PERISH Wholesome is SEXY(´꒳`)♡ Personal: @Babie_Personal PFP: @freeglass,False,2022-04-23 23:59:59,"@JD_Eblin @MannDemannTBH @outthereguy @Lewd_N_Stuff I don't really like being called sexy O: Spankable, that's okay I suppose! I just prefer cute/pretty/adorable etc. I appreciate you asking though!! C: ❤️❤️ You're always very polite!",,Twitter Web App
166,Vasileios Tyrmakidis,en,"Germany, 73614 Schorndorf","You will find everything you need on https://t.co/QE0Hx7Qy4p, something about me and a resume (biography)",False,2022-04-23 23:59:59,for my logic,,Twitter Web App
167,justicewearscoolpnts,en,"Atlanta, GA",LVRN RECORDS. 6LACK-DRAM-SUMMER WALKER-BOOGIE -SANTI,False,2022-04-23 23:59:59,"Summer roll ‘22 ,such a season https://t.co/JXb27yjknH",,Twitter for iPhone
168,JUNE18th_♊,en,CLE 💫,LONGliveBEE❤️🤑# YFNforeva🅱️ EVERYTHING is everything 🙏🏾🌹25👸🏾,False,2022-04-23 23:59:59,Omg 😂😂😂 her ugly ass omgggg that shit jus scared me like wtf .,,Twitter for iPhone
169,MNR,en,,,False,2022-04-23 23:59:59,@itscryptotrader If you know someone who has killed a baby you should call 911 or else you’d be considered an accessory. Which of the 25 to 33% of all the women you know will you call the police on? Mom? Sister? Wife? Grandma? Daughter?!,,Twitter for iPhone
170,💖Pinky💖,en,,"hi I'm Pinky/Silas!! they/them, 26 yrs old. I'm a pink mermaid and i love drawing, video games, anime, and my ocs!! 💖💖💋💋",False,2022-04-23 23:59:59,esp when one of my kneecaps is BROKEN so i can’t just hop out of bed and work out this restless feeling,,Twitter for iPad
171,Aaron Little,en,"Clanton,Alabama",Realtor @ realtysouth,False,2022-04-23 23:59:59,Luke Bryan - Drink A Beer,,Radio.co now playing
172,Procyon,en,Canada,what a time to be alive!,False,2022-04-23 23:59:59,@cougsta You wish is coming true. Where’s my plant?!?,,Twitter for iPhone
173,Heather,en,,"Pitter patter, lets get ad ‘er..  resist persist...",False,2022-04-23 23:59:59,"@petestrzok @RaeMargaret61 Yeah no one believes that, dodo",,Twitter for iPhone
174,XXIV,en,,It Will Happen,False,2022-04-23 23:59:59,If I score 10 dog he’s letting me score,,Twitter for iPhone
175,Ham Dallan,en,"Halifax, Nova Scotia",He/Him,False,2022-04-23 23:59:59,"@CajunYungin @Timcast Again, a grade school understanding of biology will tell you it’s binary, but an actual expert will tell you it’s bimodal. That basically means animals on average tend to be either male or female, but it is nevertheless a spectrum. It’s okay to learn past grade school.",,Twitter for iPhone
